customer,frequency,recency,monetary_value,R_Quartile,F_Quartile,M_Quartile,RFMClass
Sariah Davis,1,7,77,1,4,2,142
Sarina Bartoletti,2,38,92,2,2,2,222
Sarina Vandervort,2,18,136,2,2,1,221
Sarita Conn,1,81,55,4,4,3,443
Sarrah Hansen,2,45,90,3,2,2,322
Sarrah Mayert,1,47,39,3,4,4,344
Sasha Durgan,1,47,27,3,4,4,344
Saul Abbott,1,70,60,4,4,3,443
Saundra Armstrong,1,81,25,4,4,4,444
Savana Dickens DVM,1,30,26,2,4,4,244
Savana Schinner,1,48,76,3,4,2,342
Savanah Mills,2,19,80,2,2,2,222
Savanah Ratke,2,47,86,3,2,2,322
Savanah Schimmel PhD,1,12,50,1,4,3,143
Savannah Volkman DVM,1,83,37,4,4,4,444
Saverio Stoltenberg,1,45,41,3,4,4,344
Savilla Ankunding,2,11,117,1,2,1,121
Savion Heathcote,1,31,57,2,4,3,243
Savion Lockman PhD,2,63,100,4,2,2,422
Savion Rohan,1,68,40,4,4,4,444
Savon Reinger,4,21,116,2,1,1,211
Sawyer Pfeffer,2,11,92,1,2,2,122
Schley Dach,1,33,42,2,4,4,244
Schley Gerhold,1,70,63,4,4,3,443
Schuyler Tillman,1,46,27,3,4,4,344
Schuyler Volkman,1,88,74,4,4,2,442
Scot Kerluke,3,10,170,1,1,1,111
Scott Jast,2,73,101,4,2,2,422
Scott O'Connell V,3,21,141,2,1,1,211
Scottie Beahan PhD,1,29,31,2,4,4,244
Scottie Kuhn,1,69,74,4,4,2,442
Scotty Sipes,2,50,89,3,2,2,322
Seaborn Bogisich III,1,14,56,2,4,3,243
Seaborn Wilkinson,2,20,61,2,2,3,223
Seamus Hessel,2,27,114,2,2,1,221
Seamus Kemmer,1,88,58,4,4,3,443
Sebastian Von,5,5,232,1,1,1,111
Sebrina Emmerich,1,47,42,3,4,4,344
Sebrina Stroman,1,81,79,4,4,2,442
Sedrick Ernser,1,51,22,3,4,4,344
Selah Gutmann,1,62,29,4,4,4,444
Selah Hodkiewicz,2,12,69,1,2,2,122
Seldon Bins,1,20,68,2,4,2,242
Seldon Ferry,2,12,81,1,2,2,122
Seldon Lemke,1,2,51,1,4,3,143
Selene Skiles,1,73,41,4,4,4,444
Selina Hammes,1,42,40,3,4,4,344
Semaj Effertz V,2,43,66,3,2,3,323
Semaj O'Reilly,1,74,64,4,4,3,443
Semaj Ryan DVM,4,6,224,1,1,1,111
Sena Nader,1,30,69,2,4,2,242
Seneca Fadel,2,53,103,3,2,2,322
Seneca Gibson,2,13,117,2,2,1,221
Seneca Gorczany,1,13,61,2,4,3,243
Seneca Heller,1,16,48,2,4,3,243
Seneca Hickle III,1,82,78,4,4,2,442
Serenity Volkman,1,26,25,2,4,4,244
Serina Bosco DVM,5,2,276,1,1,1,111
Serina Jewess,1,47,65,3,4,3,343
Seth Cole,1,32,29,2,4,4,244
Severt Kshlerin V,1,46,77,3,4,2,342
Severt Lowe,2,12,91,1,2,2,122
Seward Jenkins,1,19,21,2,4,4,244
Seward Stanton,1,17,55,2,4,3,243
Seymour Morissette,1,33,78,2,4,2,242
Shad Treutel,2,5,119,1,2,1,121
Shad Yundt,1,75,78,4,4,2,442
Shade Howe,2,45,135,3,2,1,321
Shade Russel,1,18,58,2,4,3,243
Shae Huel,4,14,230,2,1,1,211
Shafter Dooley,1,35,59,2,4,3,243
Shafter Goodwin,1,3,76,1,4,2,142
Shafter Rowe,2,25,104,2,2,2,222
Shakira Stokes,3,0,208,1,1,1,111
Shalon Ankunding,1,3,61,1,4,3,143
Shalonda Gislason,1,85,40,4,4,4,444
Shameka Frami,4,12,217,1,1,1,111
Shameka Mraz PhD,3,19,159,2,1,1,211
Shamika Wehner,8,4,437,1,1,1,111
Shan Reichel,2,11,91,1,2,2,122
Shan Torphy,1,39,79,3,4,2,342
Shana Windler,2,19,86,2,2,2,222
Shanda Gutmann MD,1,47,75,3,4,2,342
Shane Fahey,1,68,31,4,4,4,444
Shane Haley,2,53,112,3,2,1,321
Shane Hayes,2,36,55,2,2,3,223
Shaneka Jacobi DDS,1,60,41,4,4,4,444
Shaneka Jerde,2,18,106,2,2,2,222
Shaneka McGlynn,1,61,26,4,4,4,444
Shaneka Schinner,1,2,34,1,4,4,144
Shanelle Torphy,1,67,23,4,4,4,444
Shanequa Boyer DVM,2,42,145,3,2,1,321
Shanequa Hansen,1,89,72,4,4,2,442
Shani McClure,1,3,70,1,4,2,142
Shani Rosenbaum,1,72,74,4,4,2,442
Shania Stamm DDS,1,10,79,1,4,2,142
Shanice Johns,1,72,24,4,4,4,444
Shanice Thompson DVM,3,42,181,3,1,1,311
Shaniece Waelchi,2,43,100,3,2,2,322
Shanita Emmerich,1,33,22,2,4,4,244
Shaniya Krajcik DVM,1,33,28,2,4,4,244
Shaniya Pagac,2,5,131,1,2,1,121
Shanna Considine,2,79,108,4,2,1,421
Shanon Ankunding,1,4,44,1,4,4,144
Shanon Grady,1,77,78,4,4,2,442
Shanon Haley,1,8,76,1,4,2,142
Shanta Lockman,1,4,32,1,4,4,144
Shante Abbott,1,3,67,1,4,3,143
Shante Rippin,1,31,76,2,4,2,242
Shante Ryan,1,68,64,4,4,3,443
Shantel Jenkins,1,88,56,4,4,3,443
Shantell Ryan,1,81,42,4,4,4,444
Shaquan Conn,6,40,342,3,1,1,311
Shaquan McLaughlin,1,30,53,2,4,3,243
Shaquana Ebert,1,86,56,4,4,3,443
Shaquana Osinski,1,25,48,2,4,3,243
Shaquille Considine,1,45,49,3,4,3,343
Shaquille Wilderman,1,70,37,4,4,4,444
Shaquita Waters MD,1,46,44,3,4,4,344
Shara Torphy,1,47,77,3,4,2,342
Sharday Balistreri PhD,2,12,118,1,2,1,121
Sharday Wiegand,2,12,92,1,2,2,122
Sharde Daniel,1,12,56,1,4,3,143
Sharde Kautzer,1,3,68,1,4,2,142
Sharde Toy,5,45,211,3,1,1,311
Sharee Crist,2,55,105,3,2,2,322
Sharee Schaefer,1,48,76,3,4,2,342
Sharen Bailey,2,4,111,1,2,1,121
Sharen Bechtelar,1,26,71,2,4,2,242
Sharen Lindgren DVM,1,47,35,3,4,4,344
Shari Rowe PhD,1,72,20,4,4,4,444
Sharif Reinger DDS,1,28,57,2,4,3,243
Sharif Runolfsdottir,1,85,64,4,4,3,443
Sharif Schinner MD,2,47,102,3,2,2,322
Sharif Trantow,6,19,288,2,1,1,211
Sharleen Gorczany,1,86,25,4,4,4,444
Sharleen Prohaska,2,63,88,4,2,2,422
Sharleen Willms,1,52,20,3,4,4,344
Sharlene Anderson,1,73,28,4,4,4,444
Sharman Beier,1,43,44,3,4,4,344
Sharman Ebert,1,80,64,4,4,3,443
Sharman Murray,3,13,142,2,1,1,211
Sharon Cormier,3,5,177,1,1,1,111
Sharon Huel MD,3,6,193,1,1,1,111
Sharon Kris Sr.,1,82,61,4,4,3,443
Sharon McDermott,2,71,103,4,2,2,422
Sharon Padberg,1,21,79,2,4,2,242
Sharonda Hammes DVM,1,53,74,3,4,2,342
Sharonda Kovacek,1,68,63,4,4,3,443
Sharonda Lueilwitz,3,17,189,2,1,1,211
Sharron Mraz,2,49,116,3,2,1,321
Sharyl Stracke,1,3,74,1,4,2,142
Sharyn Barrows,1,47,51,3,4,3,343
Shasta McCullough,1,15,28,2,4,4,244
Shaun Rempel,3,40,94,3,1,2,312
Shaun Schoen,1,79,42,4,4,4,444
Shauna Cronin,1,46,66,3,4,3,343
Shaunna Schoen,1,85,40,4,4,4,444
Shavonne Larkin,5,46,266,3,1,1,311
Shavonne Lynch,1,46,39,3,4,4,344
Shawn Jenkins,1,47,31,3,4,4,344
Shawn Schroeder,3,40,115,3,1,1,311
Shawna Glover,1,69,48,4,4,3,443
Shawnte Stark DDS,2,6,77,1,2,2,122
Shawnte Wisoky,3,11,148,1,1,1,111
Shay Greenfelder,1,2,64,1,4,3,143
Shay Kunze,1,63,75,4,4,2,442
Shay Rempel,1,74,80,4,4,2,442
Shay VonRueden,1,57,73,3,4,2,342
Shay Wilderman,8,4,426,1,1,1,111
Shay Wintheiser,1,0,36,1,4,4,144
Shayla Parker,12,17,728,2,1,1,211
Shayla Walker,1,89,56,4,4,3,443
Shayna Satterfield,1,5,33,1,4,4,144
Shea Feil,3,30,177,2,1,1,211
Shea Gerlach,1,90,46,4,4,3,443
Shea Hettinger,9,2,489,1,1,1,111
Sheila Cole DVM,1,46,46,3,4,3,343
Sheila Hirthe,1,46,53,3,4,3,343
Sheila Kerluke,1,14,69,2,4,2,242
Shelba Barrows,1,5,41,1,4,4,144
Shelba Beer,1,46,72,3,4,2,342
Shelba Herzog,1,89,54,4,4,3,443
Shelbie Armstrong,5,39,286,3,1,1,311
Shelbie Rowe,1,52,74,3,4,2,342
Shelby Kihn,4,8,210,1,1,1,111
Shelby Monahan,6,24,331,2,1,1,211
Shelby Stroman,6,12,276,1,1,1,111
Sheldon Larson,1,23,49,2,4,3,243
Shelia Williamson,2,14,102,2,2,2,222
Shelia Yundt,1,60,32,4,4,4,444
Shelley Auer,1,5,70,1,4,2,142
Shelley Bernier,1,47,67,3,4,3,343
Shelley Rolfson,1,46,80,3,4,2,342
Shelli Gerlach,1,87,61,4,4,3,443
Shelli Jones,1,73,35,4,4,4,444
Shelli Ratke,6,8,349,1,1,1,111
Shellie Becker,2,31,115,2,2,1,221
Shellie Bosco,1,82,33,4,4,4,444
Shellie Brekke III,1,80,56,4,4,3,443
Shellie Romaguera,1,64,75,4,4,2,442
Shelly Roob,1,47,26,3,4,4,344
Shelly Schinner,1,42,66,3,4,3,343
Shelton Hudson,1,20,37,2,4,4,244
Shelva Crist,1,89,43,4,4,4,444
Shelvia Schoen PhD,1,12,44,1,4,4,144
Shelvia Schultz,1,73,22,4,4,4,444
Shelvie Pfeffer,1,47,28,3,4,4,344
Shemar Daniel,1,73,63,4,4,3,443
Shemar Keeling,1,79,56,4,4,3,443
Shemar Kemmer,1,76,62,4,4,3,443
Shemar Medhurst,2,43,88,3,2,2,322
Shena McGlynn,1,75,33,4,4,4,444
Shep Bradtke,1,16,36,2,4,4,244
Sheree Strosin,2,4,58,1,2,3,123
Sheri Moen,2,11,127,1,2,1,121
Sheridan Brekke,1,5,41,1,4,4,144
Sheridan Cremin,10,4,409,1,1,1,111
Sherilyn Beer,1,71,26,4,4,4,444
Sherita Fay,2,52,93,3,2,2,322
Sherlyn Gutmann,1,6,48,1,4,3,143
Sherman Franecki,1,85,80,4,4,2,442
Sherman Schoen,1,36,80,2,4,2,242
Sheron Stark MD,1,35,56,2,4,3,243
Sherree Lockman,1,7,70,1,4,2,142
Sherree Turcotte,1,32,45,2,4,3,243
Sherri Graham,1,89,27,4,4,4,444
Sherri Price,2,12,58,1,2,3,123
Sherrie Kuhic PhD,4,31,154,2,1,1,211
Sherrie Toy PhD,5,1,234,1,1,1,111
Sherron Dare,1,67,26,4,4,4,444
Sherry Franecki,1,6,67,1,4,3,143
Sherry Kuhic DVM,3,35,133,2,1,1,211
Sherry Parker,3,0,88,1,1,2,112
Sherryl Bogan,1,6,46,1,4,3,143
Sherryl Howe,1,46,75,3,4,2,342
Sherryl Stamm,2,33,50,2,2,3,223
Sherryl Tremblay,1,5,63,1,4,3,143
Sherwin O'Kon,2,6,66,1,2,3,123
Sherwin Reynolds III,1,82,36,4,4,4,444
Sherwood Bergstrom,3,3,199,1,1,1,111
Sherwood Mitchell,1,32,37,2,4,4,244
Sherwood Williamson,1,5,29,1,4,4,144
Sheyla Blick,1,45,22,3,4,4,344
Sheyla Towne,4,4,198,1,1,1,111
Sheyla Wisozk,1,47,22,3,4,4,344
Shianne Christiansen,1,39,63,3,4,3,343
Shiela Fisher,1,42,21,3,4,4,344
Shiela Kuphal,1,32,66,2,4,3,243
Shiela Lubowitz,1,80,66,4,4,3,443
Shiloh Prosacco,1,6,47,1,4,3,143
Shiloh Weissnat,2,47,64,3,2,3,323
Shirl Keebler,1,47,50,3,4,3,343
Shirl Kuvalis,1,71,65,4,4,3,443
Shirl Muller DDS,1,80,62,4,4,3,443
Shirl Wisozk,1,5,43,1,4,4,144
Shirlee Hoppe DDS,4,1,208,1,1,1,111
Shirleen Moore,2,52,86,3,2,2,322
Shirlene Weber,1,47,25,3,4,4,344
Shirley Brekke,1,46,72,3,4,2,342
Shirley Conn,1,33,22,2,4,4,244
Shirley Durgan,1,47,54,3,4,3,343
Shirley McCullough,2,81,77,4,2,2,422
Shirlie Nikolaus,1,43,30,3,4,4,344
Shoji Brekke,1,65,74,4,4,2,442
Shoji Dietrich,1,53,28,3,4,4,344
Shoji Kohler I,9,5,481,1,1,1,111
Shoji Thompson,1,88,25,4,4,4,444
Shoji Wintheiser III,2,21,79,2,2,2,222
Shon Bradtke,2,45,113,3,2,1,321
Shonda Langworth,4,4,207,1,1,1,111
Shonda Mayer,1,76,80,4,4,2,442
Shonna Huel,4,32,259,2,1,1,211
Shonna Walsh,3,31,104,2,1,2,212
Shreya Parker,1,47,36,3,4,4,344
Shyann Koelpin,3,8,124,1,1,1,111
Shyanne Hirthe PhD,5,5,239,1,1,1,111
Shyheim Mohr IV,2,30,98,2,2,2,222
Sibbie Kuphal,1,8,65,1,4,3,143
Sid Barton,1,21,42,2,4,4,244
Sid Fisher,1,52,34,3,4,4,344
Sid Goldner,1,45,25,3,4,4,344
Sid Goldner Sr.,1,12,79,1,4,2,142
Sid Swaniawski,1,11,67,1,4,3,143
Siddie Fritsch,1,88,32,4,4,4,444
Sidney Hauck,2,33,116,2,2,1,221
Sidney Hudson,2,40,147,3,2,1,321
Sidney Wilkinson,1,19,66,2,4,3,243
Sie Sauer IV,2,3,77,1,2,2,122
Siena Flatley PhD,1,34,33,2,4,4,244
Sienna Hegmann,1,59,74,3,4,2,342
Sierra Dietrich,2,85,118,4,2,1,421
Sigmund Bartell,3,4,100,1,1,2,112
Signe Toy,1,47,27,3,4,4,344
Sigurd Quigley,1,72,50,4,4,3,443
Sigurd Ward,2,47,109,3,2,1,321
Silas Connelly,2,11,83,1,2,2,122
Silas Nienow,1,68,56,4,4,3,443
Silvester Hilpert,1,74,27,4,4,4,444
Silvia Cummings,1,38,24,2,4,4,244
Silvia Dicki,1,53,74,3,4,2,342
Silvio Friesen,1,5,39,1,4,4,144
Silvio Gulgowski,1,46,66,3,4,3,343
Silvio Kovacek,2,21,98,2,2,2,222
Sim Crist,1,68,26,4,4,4,444
Sim Luettgen,1,30,76,2,4,2,242
Sim Mayert,3,45,152,3,1,1,311
Simeon Fisher PhD,1,69,37,4,4,4,444
Simmie Bahringer IV,6,3,313,1,1,1,111
Simmie Cummings,1,68,27,4,4,4,444
Simmie Terry,1,63,46,4,4,3,443
Simona Ward,5,5,236,1,1,1,111
Simona Willms,1,61,23,4,4,4,444
Sina Murazik,4,5,195,1,1,1,111
Sincere Christiansen,4,16,222,2,1,1,211
Sincere Kunze,4,4,213,1,1,1,111
Sing Hammes,1,20,54,2,4,3,243
Sing Jacobi,1,67,23,4,4,4,444
Siobhan McLaughlin,1,5,37,1,4,4,144
Sister Lemke,2,42,56,3,2,3,323
Sister Turner,3,44,212,3,1,1,311
Skip Flatley,2,47,131,3,2,1,321
Skip Macejkovic,1,25,57,2,4,3,243
Skip Williamson,1,87,57,4,4,3,443
Sky Jacobi,1,5,80,1,4,2,142
Sky Upton PhD,3,42,169,3,1,1,311
Skye Roob DVM,3,15,198,2,1,1,211
Skye Schaefer,1,10,23,1,4,4,144
Skyla Breitenberg PhD,1,6,77,1,4,2,142
Skyla Kovacek,1,4,56,1,4,3,143
Skylar Bins,1,59,79,3,4,2,342
Skylar Brakus,1,49,73,3,4,2,342
Skylar Hoeger,1,78,79,4,4,2,442
Skylar Langosh,1,3,26,1,4,4,144
Skylar Rath,2,18,56,2,2,3,223
Skyler Bogisich,3,18,121,2,1,1,211
Skyler Feil,2,15,95,2,2,2,222
Skyler Okuneva,1,87,64,4,4,3,443
Skyler Rowe,1,45,44,3,4,4,344
Slade Bauch,1,62,23,4,4,4,444
Slade Trantow,1,81,79,4,4,2,442
Sloane Hoeger,1,73,63,4,4,3,443
Sloane McKenzie,1,6,60,1,4,3,143
Smith Kuhlman,1,19,34,2,4,4,244
Smith Lindgren,1,22,50,2,4,3,243
Smith Schamberger,1,52,55,3,4,3,343
Socorro Barton MD,1,4,62,1,4,3,143
Socorro Macejkovic,1,61,70,4,4,2,442
Socorro Schinner,2,35,71,2,2,2,222
Sofia Ruecker,1,51,61,3,4,3,343
Sol Zboncak,1,32,37,2,4,4,244
Solomon Champlin,1,90,70,4,4,2,442
Solomon Larkin,1,43,61,3,4,3,343
Solomon Rosenbaum,2,81,131,4,2,1,421
Somer Crona,6,42,244,3,1,1,311
Somer Sawayn,1,64,24,4,4,4,444
Somer Schamberger,4,4,179,1,1,1,111
Somer Turcotte,1,31,59,2,4,3,243
Sondra Hermiston,1,20,75,2,4,2,242
Sondra Mertz DDS,1,6,58,1,4,3,143
Sondra Schuppe,5,46,266,3,1,1,311
Sonia Mitchell,3,5,156,1,1,1,111
Sonja Leffler,4,40,172,3,1,1,311
Sonja Stokes,1,82,48,4,4,3,443
Sonji Abshire,1,76,50,4,4,3,443
Sonji Osinski,1,39,34,3,4,4,344
Sonny Dickens,1,58,47,3,4,3,343
Sonya Hauck,1,19,47,2,4,3,243
Sophia Kuhic,1,17,59,2,4,3,243
Sophie Gleason,6,5,227,1,1,1,111
Sophie Hickle DDS,1,2,60,1,4,3,143
Sophie O'Hara,1,2,35,1,4,4,144
Sophronia Johnson,5,21,184,2,1,1,211
Soren Aufderhar,1,64,79,4,4,2,442
Soren Dickinson Jr.,1,37,54,2,4,3,243
Soren Gleason,2,11,108,1,2,1,121
Soren Roob,2,9,81,1,2,2,122
Spencer Kreiger,1,46,29,3,4,4,344
Spenser Kassulke,1,79,38,4,4,4,444
Spenser Tillman,1,85,34,4,4,4,444
Spring Cormier,1,55,67,3,4,3,343
Spring Wehner,3,12,121,1,1,1,111
Spurgeon Nader,1,34,24,2,4,4,244
Spurgeon Steuber,1,89,25,4,4,4,444
Spurgeon Stracke,2,12,97,1,2,2,122
Squire Emmerich,2,11,103,1,2,2,122
Squire Mayer,2,12,104,1,2,2,122
Stacey Fadel,2,82,115,4,2,1,421
Stacey Huel,3,80,176,4,1,1,411
Staci Shanahan PhD,2,39,129,3,2,1,321
Stacia Cole,3,75,145,4,1,1,411
Stacia Hyatt,1,86,75,4,4,2,442
Stacia West,3,6,151,1,1,1,111
Stacy Abshire DVM,2,75,117,4,2,1,421
Stacy Larson,3,5,148,1,1,1,111
Stacy Rosenbaum,4,0,224,1,1,1,111
Stafford Willms,1,47,27,3,4,4,344
Stan Abbott,1,47,67,3,4,3,343
Stan Pagac,4,59,189,3,1,1,311
Stan Schamberger,3,5,182,1,1,1,111
Stanislaus Aufderhar,1,63,69,4,4,2,442
Stanislaus Russel,1,32,21,2,4,4,244
Stanley Ondricka,1,47,59,3,4,3,343
Star Gulgowski MD,2,53,116,3,2,1,321
Star Murazik,1,13,79,2,4,2,242
Starla Frami,1,18,77,2,4,2,242
Starling Fadel Sr.,6,12,333,1,1,1,111
Starling Welch,1,75,49,4,4,3,443
Starr Jenkins,3,40,205,3,1,1,311
Stasia Fay,1,50,44,3,4,4,344
Stefan Keebler,1,85,30,4,4,4,444
Stefan Rath,1,47,29,3,4,4,344
Stefani Kshlerin,4,12,171,1,1,1,111
Stefani Streich,3,46,138,3,1,1,311
Stella Zieme,1,43,59,3,4,3,343
Stephaine Graham,1,47,51,3,4,3,343
Stephan Russel,1,14,68,2,4,2,242
Stephani Crist,3,37,150,2,1,1,211
Stephani Jewess DDS,2,38,115,2,2,1,221
Stephani McCullough,1,45,43,3,4,4,344
Stephania Dooley,4,13,224,2,1,1,211
Stephanie Goldner,2,5,105,1,2,2,122
Stephanie Gusikowski,1,47,33,3,4,4,344
Stephanie Hammes,1,40,44,3,4,4,344
Stephanie McCullough,1,74,45,4,4,3,443
Stephanie Wuckert,1,88,71,4,4,2,442
Stephenie Bahringer PhD,1,85,44,4,4,4,444
Stephenie Sanford DVM,12,4,617,1,1,1,111
Stephon Weimann,1,35,79,2,4,2,242
Stetson Beier,1,5,78,1,4,2,142
Stetson Ferry DVM,1,68,77,4,4,2,442
Stetson Medhurst,7,30,366,2,1,1,211
Stevan Skiles IV,1,72,52,4,4,3,443
Steve Bruen DVM,2,54,86,3,2,2,322
Steve Hackett V,2,11,68,1,2,2,122
Steve Konopelski,16,3,705,1,1,1,111
Steve Mann,1,45,77,3,4,2,342
Steven Stehr,1,12,65,1,4,3,143
Stevie Fisher,1,83,45,4,4,3,443
Stevie Hirthe DDS,1,54,58,3,4,3,343
Steward Bergnaum,1,41,43,3,4,4,344
Steward Farrell,1,78,33,4,4,4,444
Steward Haley,1,11,63,1,4,3,143
Steward Nikolaus,1,5,70,1,4,2,142
Steward Spinka,3,79,139,4,1,1,411
Steward Stanton I,1,58,22,3,4,4,344
Stewart Bradtke I,1,87,51,4,4,3,443
Stone Friesen,1,18,31,2,4,4,244
Stone Lemke,2,9,77,1,2,2,122
Stonewall Flatley,1,47,57,3,4,3,343
Stoney Hane V,2,4,112,1,2,1,121
Stormy Lakin,1,46,80,3,4,2,342
Stormy McLaughlin,2,33,101,2,2,2,222
Stuart Lubowitz,1,32,77,2,4,2,242
Stuart Mayert I,4,11,212,1,1,1,111
Sue Friesen,1,5,76,1,4,2,142
Sue Jacobi,3,3,172,1,1,1,111
Sula Treutel,1,72,68,4,4,2,442
Sullivan Boyer,1,88,36,4,4,4,444
Sullivan Leannon,1,78,53,4,4,3,443
Sumner Beahan,1,61,37,4,4,4,444
Sunday Hegmann DDS,1,87,73,4,4,2,442
Sunny Kling,1,75,21,4,4,4,444
Sunny Lehner,1,88,21,4,4,4,444
Sunshine Cole,1,89,69,4,4,2,442
Sunshine Emard,1,45,79,3,4,2,342
Sunshine Simonis,1,81,32,4,4,4,444
Susana Spinka,1,47,60,3,4,3,343
Susann Hoeger,2,13,93,2,2,2,222
Susann Morissette,1,46,25,3,4,4,344
Susanna Olson,1,7,47,1,4,3,143
Susannah Bernier,1,57,30,3,4,4,344
Susannah Cartwright,1,65,24,4,4,4,444
Susannah Hahn,1,47,34,3,4,4,344
Susanne Mann,1,60,59,4,4,3,443
Susanne Torp,3,20,130,2,1,1,211
Susie Price,1,70,50,4,4,3,443
Susie Sauer,2,4,89,1,2,2,122
Suzann Ankunding,1,6,26,1,4,4,144
Suzann Bins,3,4,166,1,1,1,111
Suzann Koss,2,39,89,3,2,2,322
Suzanna Beatty,1,32,76,2,4,2,242
Suzanne Kuhn,1,11,21,1,4,4,144
Suzette Hartmann,1,69,73,4,4,2,442
Suzette Pollich,4,47,162,3,1,1,311
Suzie Bins MD,2,47,106,3,2,2,322
Suzy Jones,8,0,417,1,1,1,111
Sybil Kirlin,1,89,55,4,4,3,443
Sybilla Koss,1,67,67,4,4,3,443
Sybilla Steuber,2,5,104,1,2,2,122
Syble Koepp,10,1,542,1,1,1,111
Syble Pacocha MD,1,29,63,2,4,3,243
Syble Wilkinson,1,38,56,2,4,3,243
Sydell O'Connell,1,75,60,4,4,3,443
Sydell West,1,3,28,1,4,4,144
Sydnee Fisher,2,30,63,2,2,3,223
Sydnee Hilpert,1,71,32,4,4,4,444
Sydney Cassin,1,81,46,4,4,3,443
Sydney Rogahn,2,45,90,3,2,2,322
Sydni Auer,2,4,120,1,2,1,121
Sydni Bayer,1,17,23,2,4,4,244
Sydni Turcotte,1,17,33,2,4,4,244
Sydni Ward,3,46,169,3,1,1,311
Sydnie Hayes,1,89,46,4,4,3,443
Sydnie Rau,1,82,27,4,4,4,444
Sydnie Sawayn DVM,1,47,36,3,4,4,344
Syed Abshire,1,55,56,3,4,3,343
Syed Ebert,2,51,117,3,2,1,321
Syed Keeling,3,19,174,2,1,1,211
Sylas Russel,1,9,27,1,4,4,144
Sylva Littel,2,12,78,1,2,2,122
Sylvan McLaughlin,6,11,302,1,1,1,111
Sylvania Murray DDS,1,81,56,4,4,3,443
Sylvanus Bergstrom,5,4,264,1,1,1,111
Sylvia Haag,1,33,62,2,4,3,243
Sylvia Windler,3,12,147,1,1,1,111
Symone McClure,2,57,90,3,2,2,322
Syreeta Turcotte,3,4,187,1,1,1,111
Tabatha Mueller,1,60,59,4,4,3,443
Tabetha McLaughlin,1,81,32,4,4,4,444
Tad Langosh IV,1,87,34,4,4,4,444
Tahj Bode,1,73,37,4,4,4,444
Tahj Wiza I,1,48,39,3,4,4,344
Tai Tillman,1,76,30,4,4,4,444
Taj Dare,2,9,69,1,2,2,122
Taja Buckridge,1,18,24,2,4,4,244
Takisha Rath,8,4,395,1,1,1,111
Tal Lebsack,3,30,177,2,1,1,211
Tal Moen,8,5,370,1,1,1,111
Tal Toy,1,28,74,2,4,2,242
Tal Yundt,1,47,36,3,4,4,344
Talan Hansen,2,47,116,3,2,1,321
Talan Lehner,1,46,45,3,4,3,343
Talan Nader Sr.,1,47,65,3,4,3,343
Talan Predovic,2,4,89,1,2,2,122
Talen Murphy,2,10,100,1,2,2,122
Talen Roob Jr.,2,87,96,4,2,2,422
Talia Abbott,2,53,121,3,2,1,321
Talia Boehm,1,40,48,3,4,3,343
Talia Heidenreich,1,79,68,4,4,2,442
Taliyah Mann DVM,1,47,22,3,4,4,344
Tallie Gleason,1,65,71,4,4,2,442
Tallie Roberts,1,9,22,1,4,4,144
Talmadge Tromp,3,7,98,1,1,2,112
Talmage Hickle I,1,37,30,2,4,4,244
Talmage VonRueden,2,6,98,1,2,2,122
Tamala Johnson,1,65,76,4,4,2,442
Tamala Turcotte,1,37,58,2,4,3,243
Tamara Casper,1,8,61,1,4,3,143
Tambra Johnston,1,56,34,3,4,4,344
Tameka Wintheiser DDS,1,3,25,1,4,4,144
Tamekia Corwin,4,11,166,1,1,1,111
Tamela Lebsack,1,10,74,1,4,2,142
Tamela Witting,1,67,59,4,4,3,443
Tamera Schimmel,6,11,287,1,1,1,111
Tami Quitzon,5,21,319,2,1,1,211
Tamia Batz,2,34,77,2,2,2,222
Tamia Casper,3,21,103,2,1,2,212
Tamia Hills,1,60,52,4,4,3,443
Tamia Langworth,1,54,57,3,4,3,343
Tamia Waters,2,35,146,2,2,1,221
Tamia Zieme,1,25,52,2,4,3,243
Tamica Boyle,2,24,92,2,2,2,222
Tamica Cummerata,1,88,44,4,4,4,444
Tamica Nader,1,51,80,3,4,2,342
Tamica VonRueden,1,45,38,3,4,4,344
Tamie Braun,1,48,75,3,4,2,342
Tamie Moore,1,10,65,1,4,3,143
Tamika Labadie,1,76,51,4,4,3,443
Tamika Smith,1,23,77,2,4,2,242
Tamiko Greenholt,2,12,40,1,2,4,124
Tamiko Grimes,2,77,150,4,2,1,421
Tamisha Crooks,1,24,51,2,4,3,243
Tamisha Hills,1,24,31,2,4,4,244
Tamisha Witting,1,37,21,2,4,4,244
Tammi Sporer,2,79,101,4,2,2,422
Tammie Gorczany,1,3,27,1,4,4,144
Tammie Leffler,2,84,87,4,2,2,422
Tamra Beatty DVM,1,76,43,4,4,4,444
Tamya Klocko,1,20,20,2,4,4,244
Tamya Quigley,1,13,38,2,4,4,244
Tamya Sipes,1,73,30,4,4,4,444
Tandy Blanda III,1,82,47,4,4,3,443
Tandy Bogisich,2,19,64,2,2,3,223
Tanesha Conn,4,4,239,1,1,1,111
Tanesha Ernser,6,11,314,1,1,1,111
Tanesha Kling,1,21,70,2,4,2,242
Tanesha Kreiger,2,43,122,3,2,1,321
Tania McLaughlin,1,81,32,4,4,4,444
Tanika Jaskolski,4,4,150,1,1,1,111
Tanika Schaefer,1,12,78,1,4,2,142
Taniyah Becker,1,19,71,2,4,2,242
Taniyah Kuvalis,2,75,114,4,2,1,421
Tanja Barrows,1,40,53,3,4,3,343
